timestamp,event,client,seq_num,details
1780647013.3190198,ACK_SENT,127.0.0.1:58346,8281,ACK
1780647013.3194616,RECV,127.0.0.1:58346,8282,DATA
1780647013.3198051,WRITE,127.0.0.1:58346,8282,512 bytes
1780647013.3201075,ACK_SENT,127.0.0.1:58346,8282,ACK
1780647013.320491,RECV,127.0.0.1:58346,8283,DATA
1780647013.3208134,WRITE,127.0.0.1:58346,8283,512 bytes
1780647013.3211248,ACK_SENT,127.0.0.1:58346,8283,ACK
1780647013.321502,RECV,127.0.0.1:58346,8284,DATA
1780647013.321826,WRITE,127.0.0.1:58346,8284,512 bytes
1780647013.32201,ACK_SENT,127.0.0.1:58346,8284,ACK
1780647013.3222785,RECV,127.0.0.1:58346,8285,DATA
1780647013.3226616,WRITE,127.0.0.1:58346,8285,512 bytes
1780647013.3229287,ACK_SENT,127.0.0.1:58346,8285,ACK
1780647013.3233058,RECV,127.0.0.1:58346,8286,DATA
1780647013.3237777,WRITE,127.0.0.1:58346,8286,512 bytes
1780647013.3240585,ACK_SENT,127.0.0.1:58346,8286,ACK
1780647013.3245137,RECV,127.0.0.1:58346,8287,DATA
1780647013.324897,WRITE,127.0.0.1:58346,8287,512 bytes
1780647013.3250742,ACK_SENT,127.0.0.1:58346,8287,ACK
1780647013.3254185,RECV,127.0.0.1:58346,8288,DATA
1780647013.3257372,WRITE,127.0.0.1:58346,8288,512 bytes
1780647013.3258698,ACK_SENT,127.0.0.1:58346,8288,ACK
1780647013.326123,RECV,127.0.0.1:58346,8289,DATA
1780647013.3264818,WRITE,127.0.0.1:58346,8289,512 bytes
1780647013.3266008,ACK_SENT,127.0.0.1:58346,8289,ACK
1780647013.326831,RECV,127.0.0.1:58346,8290,DATA
1780647013.3270993,WRITE,127.0.0.1:58346,8290,512 bytes
1780647013.3272202,ACK_SENT,127.0.0.1:58346,8290,ACK
1780647013.3274572,RECV,127.0.0.1:58346,8291,DATA
1780647013.3277705,WRITE,127.0.0.1:58346,8291,512 bytes
1780647013.3279698,ACK_SENT,127.0.0.1:58346,8291,ACK
1780647013.3282611,RECV,127.0.0.1:58346,8292,DATA
1780647013.328875,WRITE,127.0.0.1:58346,8292,512 bytes
1780647013.3295815,ACK_SENT,127.0.0.1:58346,8292,ACK
1780647013.3299532,RECV,127.0.0.1:58346,8293,DATA
1780647013.330532,WRITE,127.0.0.1:58346,8293,512 bytes
1780647013.33117,ACK_SENT,127.0.0.1:58346,8293,ACK
1780647013.3318322,RECV,127.0.0.1:58346,8294,DATA
1780647013.3326082,WRITE,127.0.0.1:58346,8294,512 bytes
1780647013.333182,ACK_SENT,127.0.0.1:58346,8294,ACK
1780647013.3335361,RECV,127.0.0.1:58346,8295,DATA
1780647013.334265,WRITE,127.0.0.1:58346,8295,512 bytes
1780647013.3345983,ACK_SENT,127.0.0.1:58346,8295,ACK
1780647013.3349874,RECV,127.0.0.1:58346,8296,DATA
1780647013.3354697,WRITE,127.0.0.1:58346,8296,512 bytes
1780647013.3357599,ACK_SENT,127.0.0.1:58346,8296,ACK
1780647013.3361876,RECV,127.0.0.1:58346,8297,DATA
1780647013.33665,WRITE,127.0.0.1:58346,8297,512 bytes
1780647013.3368564,ACK_SENT,127.0.0.1:58346,8297,ACK
1780647013.3372598,RECV,127.0.0.1:58346,8298,DATA
1780647013.3376417,WRITE,127.0.0.1:58346,8298,512 bytes
1780647013.3378456,ACK_SENT,127.0.0.1:58346,8298,ACK
1780647013.3381052,RECV,127.0.0.1:58346,8299,DATA
1780647013.3383877,WRITE,127.0.0.1:58346,8299,512 bytes
1780647013.3385687,ACK_SENT,127.0.0.1:58346,8299,ACK
1780647013.3388298,RECV,127.0.0.1:58346,8300,DATA
1780647013.3391616,WRITE,127.0.0.1:58346,8300,512 bytes
1780647013.33935,ACK_SENT,127.0.0.1:58346,8300,ACK
1780647013.339576,RECV,127.0.0.1:58346,8301,DATA
1780647013.3398418,WRITE,127.0.0.1:58346,8301,512 bytes
1780647013.3400877,ACK_SENT,127.0.0.1:58346,8301,ACK
1780647013.3408344,RECV,127.0.0.1:58346,8302,DATA
1780647013.3413308,WRITE,127.0.0.1:58346,8302,512 bytes
1780647013.341868,ACK_SENT,127.0.0.1:58346,8302,ACK
1780647013.3423374,RECV,127.0.0.1:58346,8303,DATA
1780647013.3427036,WRITE,127.0.0.1:58346,8303,512 bytes
1780647013.3428605,ACK_SENT,127.0.0.1:58346,8303,ACK
1780647013.3431113,RECV,127.0.0.1:58346,8304,DATA
1780647013.3435194,WRITE,127.0.0.1:58346,8304,512 bytes
1780647013.3437352,ACK_SENT,127.0.0.1:58346,8304,ACK
1780647013.3440485,RECV,127.0.0.1:58346,8305,DATA
1780647013.3444462,WRITE,127.0.0.1:58346,8305,512 bytes
1780647013.344772,ACK_SENT,127.0.0.1:58346,8305,ACK
1780647013.3450756,RECV,127.0.0.1:58346,8306,DATA
1780647013.3455434,WRITE,127.0.0.1:58346,8306,512 bytes
1780647013.3458877,ACK_SENT,127.0.0.1:58346,8306,ACK
1780647013.3462934,RECV,127.0.0.1:58346,8307,DATA
1780647013.3468592,WRITE,127.0.0.1:58346,8307,512 bytes
1780647013.3474028,ACK_SENT,127.0.0.1:58346,8307,ACK
1780647013.348379,RECV,127.0.0.1:58346,8308,DATA
1780647013.349679,WRITE,127.0.0.1:58346,8308,512 bytes
1780647013.350119,ACK_SENT,127.0.0.1:58346,8308,ACK
1780647013.3505342,RECV,127.0.0.1:58346,8309,DATA
1780647013.3512602,WRITE,127.0.0.1:58346,8309,512 bytes
1780647013.3516574,ACK_SENT,127.0.0.1:58346,8309,ACK
1780647013.3520968,RECV,127.0.0.1:58346,8310,DATA
1780647013.35248,WRITE,127.0.0.1:58346,8310,512 bytes
1780647013.3528266,ACK_SENT,127.0.0.1:58346,8310,ACK
1780647013.3531835,RECV,127.0.0.1:58346,8311,DATA
1780647013.3535557,WRITE,127.0.0.1:58346,8311,512 bytes
1780647013.3537714,ACK_SENT,127.0.0.1:58346,8311,ACK
1780647013.354176,RECV,127.0.0.1:58346,8312,DATA
1780647013.354557,WRITE,127.0.0.1:58346,8312,512 bytes
1780647013.3547134,ACK_SENT,127.0.0.1:58346,8312,ACK
1780647013.3551388,RECV,127.0.0.1:58346,8313,DATA
1780647013.3555813,WRITE,127.0.0.1:58346,8313,512 bytes
1780647013.3557873,ACK_SENT,127.0.0.1:58346,8313,ACK
1780647013.3562195,RECV,127.0.0.1:58346,8314,DATA
1780647013.3567297,WRITE,127.0.0.1:58346,8314,512 bytes
1780647013.3570235,ACK_SENT,127.0.0.1:58346,8314,ACK
1780647013.3574493,RECV,127.0.0.1:58346,8315,DATA
1780647013.3577583,WRITE,127.0.0.1:58346,8315,512 bytes
1780647013.3579507,ACK_SENT,127.0.0.1:58346,8315,ACK
1780647013.358239,RECV,127.0.0.1:58346,8316,DATA
1780647013.3586514,WRITE,127.0.0.1:58346,8316,512 bytes
1780647013.359171,ACK_SENT,127.0.0.1:58346,8316,ACK
1780647013.3596106,RECV,127.0.0.1:58346,8317,DATA
1780647013.360024,WRITE,127.0.0.1:58346,8317,512 bytes
1780647013.3602188,ACK_SENT,127.0.0.1:58346,8317,ACK
1780647013.3606038,RECV,127.0.0.1:58346,8318,DATA
1780647013.3609407,WRITE,127.0.0.1:58346,8318,512 bytes
1780647013.361155,ACK_SENT,127.0.0.1:58346,8318,ACK
1780647013.361646,RECV,127.0.0.1:58346,8319,DATA
1780647013.3620229,WRITE,127.0.0.1:58346,8319,512 bytes
1780647013.3623223,ACK_SENT,127.0.0.1:58346,8319,ACK
1780647013.3627262,RECV,127.0.0.1:58346,8320,DATA
1780647013.3631318,WRITE,127.0.0.1:58346,8320,512 bytes
1780647013.3634107,ACK_SENT,127.0.0.1:58346,8320,ACK
1780647013.364241,RECV,127.0.0.1:58346,8321,DATA
1780647013.3659232,WRITE,127.0.0.1:58346,8321,512 bytes
1780647013.3664668,ACK_SENT,127.0.0.1:58346,8321,ACK
1780647013.3671799,RECV,127.0.0.1:58346,8322,DATA
1780647013.3678174,WRITE,127.0.0.1:58346,8322,512 bytes
1780647013.3682034,ACK_SENT,127.0.0.1:58346,8322,ACK
1780647013.3687427,RECV,127.0.0.1:58346,8323,DATA
1780647013.3691638,WRITE,127.0.0.1:58346,8323,512 bytes
1780647013.3693788,ACK_SENT,127.0.0.1:58346,8323,ACK
1780647013.3696923,RECV,127.0.0.1:58346,8324,DATA
1780647013.3700387,WRITE,127.0.0.1:58346,8324,512 bytes
1780647013.3701806,ACK_SENT,127.0.0.1:58346,8324,ACK
1780647013.370508,RECV,127.0.0.1:58346,8325,DATA
1780647013.3708048,WRITE,127.0.0.1:58346,8325,512 bytes
1780647013.3709211,ACK_SENT,127.0.0.1:58346,8325,ACK
1780647013.3712244,RECV,127.0.0.1:58346,8326,DATA
1780647013.3724036,WRITE,127.0.0.1:58346,8326,512 bytes
1780647013.3728304,ACK_SENT,127.0.0.1:58346,8326,ACK
1780647013.3731704,RECV,127.0.0.1:58346,8327,DATA
1780647013.3736315,WRITE,127.0.0.1:58346,8327,512 bytes
1780647013.373912,ACK_SENT,127.0.0.1:58346,8327,ACK
1780647013.3744056,RECV,127.0.0.1:58346,8328,DATA
1780647013.3749003,WRITE,127.0.0.1:58346,8328,512 bytes
1780647013.3753107,ACK_SENT,127.0.0.1:58346,8328,ACK
1780647013.3756645,RECV,127.0.0.1:58346,8329,DATA
1780647013.3761234,WRITE,127.0.0.1:58346,8329,512 bytes
1780647013.3763058,ACK_SENT,127.0.0.1:58346,8329,ACK
1780647013.3766472,RECV,127.0.0.1:58346,8330,DATA
1780647013.3769603,WRITE,127.0.0.1:58346,8330,512 bytes
1780647013.3771317,ACK_SENT,127.0.0.1:58346,8330,ACK
1780647013.3774881,RECV,127.0.0.1:58346,8331,DATA
1780647013.37804,WRITE,127.0.0.1:58346,8331,512 bytes
1780647013.3786192,ACK_SENT,127.0.0.1:58346,8331,ACK
1780647013.379033,RECV,127.0.0.1:58346,8332,DATA
1780647013.3793995,WRITE,127.0.0.1:58346,8332,512 bytes
1780647013.3795817,ACK_SENT,127.0.0.1:58346,8332,ACK
1780647013.3802986,RECV,127.0.0.1:58346,8333,DATA
1780647013.381233,WRITE,127.0.0.1:58346,8333,512 bytes
1780647013.381902,ACK_SENT,127.0.0.1:58346,8333,ACK
1780647013.3827612,RECV,127.0.0.1:58346,8334,DATA
1780647013.3836014,WRITE,127.0.0.1:58346,8334,512 bytes
1780647013.3841183,ACK_SENT,127.0.0.1:58346,8334,ACK
1780647013.3848474,RECV,127.0.0.1:58346,8335,DATA
1780647013.3853266,WRITE,127.0.0.1:58346,8335,512 bytes
1780647013.3857841,ACK_SENT,127.0.0.1:58346,8335,ACK
1780647013.386262,RECV,127.0.0.1:58346,8336,DATA
1780647013.3869557,WRITE,127.0.0.1:58346,8336,512 bytes
1780647013.387308,ACK_SENT,127.0.0.1:58346,8336,ACK
1780647013.3878245,RECV,127.0.0.1:58346,8337,DATA
1780647013.388237,WRITE,127.0.0.1:58346,8337,512 bytes
1780647013.388534,ACK_SENT,127.0.0.1:58346,8337,ACK
1780647013.3888853,RECV,127.0.0.1:58346,8338,DATA
1780647013.3891835,WRITE,127.0.0.1:58346,8338,512 bytes
1780647013.389326,ACK_SENT,127.0.0.1:58346,8338,ACK
1780647013.389636,RECV,127.0.0.1:58346,8339,DATA
1780647013.3900645,WRITE,127.0.0.1:58346,8339,512 bytes
1780647013.3903272,ACK_SENT,127.0.0.1:58346,8339,ACK
1780647013.3906293,RECV,127.0.0.1:58346,8340,DATA
1780647013.3911464,WRITE,127.0.0.1:58346,8340,512 bytes
1780647013.3915412,ACK_SENT,127.0.0.1:58346,8340,ACK
1780647013.3918922,RECV,127.0.0.1:58346,8341,DATA
1780647013.3924618,WRITE,127.0.0.1:58346,8341,512 bytes
1780647013.3926451,ACK_SENT,127.0.0.1:58346,8341,ACK
1780647013.3930118,RECV,127.0.0.1:58346,8342,DATA
1780647013.3933616,WRITE,127.0.0.1:58346,8342,512 bytes
1780647013.3935332,ACK_SENT,127.0.0.1:58346,8342,ACK
1780647013.393997,RECV,127.0.0.1:58346,8343,DATA
1780647013.3943145,WRITE,127.0.0.1:58346,8343,512 bytes
1780647013.3944838,ACK_SENT,127.0.0.1:58346,8343,ACK
1780647013.3947496,RECV,127.0.0.1:58346,8344,DATA
1780647013.395229,WRITE,127.0.0.1:58346,8344,512 bytes
1780647013.3954558,ACK_SENT,127.0.0.1:58346,8344,ACK
1780647013.3957825,RECV,127.0.0.1:58346,8345,DATA
1780647013.3962395,WRITE,127.0.0.1:58346,8345,512 bytes
1780647013.3965197,ACK_SENT,127.0.0.1:58346,8345,ACK
1780647013.3970726,RECV,127.0.0.1:58346,8346,DATA
1780647013.3980005,WRITE,127.0.0.1:58346,8346,512 bytes
1780647013.3993597,ACK_SENT,127.0.0.1:58346,8346,ACK
1780647013.400056,RECV,127.0.0.1:58346,8347,DATA
1780647013.4008865,WRITE,127.0.0.1:58346,8347,512 bytes
1780647013.401237,ACK_SENT,127.0.0.1:58346,8347,ACK
1780647013.401797,RECV,127.0.0.1:58346,8348,DATA
1780647013.4021163,WRITE,127.0.0.1:58346,8348,512 bytes
1780647013.402356,ACK_SENT,127.0.0.1:58346,8348,ACK
1780647013.4027467,RECV,127.0.0.1:58346,8349,DATA
1780647013.4031703,WRITE,127.0.0.1:58346,8349,512 bytes
1780647013.403339,ACK_SENT,127.0.0.1:58346,8349,ACK
1780647013.403868,RECV,127.0.0.1:58346,8350,DATA
1780647013.4043515,WRITE,127.0.0.1:58346,8350,512 bytes
1780647013.4045117,ACK_SENT,127.0.0.1:58346,8350,ACK
1780647013.404807,RECV,127.0.0.1:58346,8351,DATA
1780647013.4053428,WRITE,127.0.0.1:58346,8351,512 bytes
1780647013.4056294,ACK_SENT,127.0.0.1:58346,8351,ACK
1780647013.4061835,RECV,127.0.0.1:58346,8352,DATA
1780647013.4066432,WRITE,127.0.0.1:58346,8352,512 bytes
1780647013.4068866,ACK_SENT,127.0.0.1:58346,8352,ACK
1780647013.4074361,RECV,127.0.0.1:58346,8353,DATA
1780647013.4079654,WRITE,127.0.0.1:58346,8353,512 bytes
1780647013.4081588,ACK_SENT,127.0.0.1:58346,8353,ACK
1780647013.4085076,RECV,127.0.0.1:58346,8354,DATA
1780647013.4088154,WRITE,127.0.0.1:58346,8354,512 bytes
1780647013.4090767,ACK_SENT,127.0.0.1:58346,8354,ACK
1780647013.4095283,RECV,127.0.0.1:58346,8355,DATA
1780647013.4099925,WRITE,127.0.0.1:58346,8355,512 bytes
1780647013.4103754,ACK_SENT,127.0.0.1:58346,8355,ACK
1780647013.4107416,RECV,127.0.0.1:58346,8356,DATA
1780647013.411365,WRITE,127.0.0.1:58346,8356,512 bytes
1780647013.4116213,ACK_SENT,127.0.0.1:58346,8356,ACK
1780647013.4119935,RECV,127.0.0.1:58346,8357,DATA
1780647013.4123387,WRITE,127.0.0.1:58346,8357,512 bytes
1780647013.4125178,ACK_SENT,127.0.0.1:58346,8357,ACK
1780647013.4128816,RECV,127.0.0.1:58346,8358,DATA
1780647013.4132464,WRITE,127.0.0.1:58346,8358,512 bytes
1780647013.4134479,ACK_SENT,127.0.0.1:58346,8358,ACK
1780647013.413881,RECV,127.0.0.1:58346,8359,DATA
1780647013.414525,WRITE,127.0.0.1:58346,8359,512 bytes
1780647013.4148297,ACK_SENT,127.0.0.1:58346,8359,ACK
1780647013.4161663,RECV,127.0.0.1:58346,8360,DATA
1780647013.416909,WRITE,127.0.0.1:58346,8360,512 bytes
1780647013.4174423,ACK_SENT,127.0.0.1:58346,8360,ACK
1780647013.418129,RECV,127.0.0.1:58346,8361,DATA
1780647013.4188826,WRITE,127.0.0.1:58346,8361,512 bytes
1780647013.4191158,ACK_SENT,127.0.0.1:58346,8361,ACK
1780647013.4194944,RECV,127.0.0.1:58346,8362,DATA
1780647013.4198334,WRITE,127.0.0.1:58346,8362,512 bytes
1780647013.4200149,ACK_SENT,127.0.0.1:58346,8362,ACK
1780647013.4203427,RECV,127.0.0.1:58346,8363,DATA
1780647013.4206998,WRITE,127.0.0.1:58346,8363,512 bytes
1780647013.42092,ACK_SENT,127.0.0.1:58346,8363,ACK
1780647013.4211614,RECV,127.0.0.1:58346,8364,DATA
1780647013.42172,WRITE,127.0.0.1:58346,8364,512 bytes
1780647013.4220886,ACK_SENT,127.0.0.1:58346,8364,ACK
1780647013.422488,RECV,127.0.0.1:58346,8365,DATA
1780647013.4231756,WRITE,127.0.0.1:58346,8365,512 bytes
1780647013.423412,ACK_SENT,127.0.0.1:58346,8365,ACK
1780647013.4237778,RECV,127.0.0.1:58346,8366,DATA
1780647013.4242234,WRITE,127.0.0.1:58346,8366,512 bytes
1780647013.424378,ACK_SENT,127.0.0.1:58346,8366,ACK
1780647013.424762,RECV,127.0.0.1:58346,8367,DATA
1780647013.4251058,WRITE,127.0.0.1:58346,8367,512 bytes
1780647013.4252782,ACK_SENT,127.0.0.1:58346,8367,ACK
1780647013.4256554,RECV,127.0.0.1:58346,8368,DATA
1780647013.4259458,WRITE,127.0.0.1:58346,8368,512 bytes
1780647013.4260824,ACK_SENT,127.0.0.1:58346,8368,ACK
1780647013.4263463,RECV,127.0.0.1:58346,8369,DATA
1780647013.426872,WRITE,127.0.0.1:58346,8369,512 bytes
1780647013.427035,ACK_SENT,127.0.0.1:58346,8369,ACK
1780647013.4273427,RECV,127.0.0.1:58346,8370,DATA
1780647013.4278235,WRITE,127.0.0.1:58346,8370,512 bytes
1780647013.4280636,ACK_SENT,127.0.0.1:58346,8370,ACK
1780647013.4283538,RECV,127.0.0.1:58346,8371,DATA
1780647013.4287612,WRITE,127.0.0.1:58346,8371,512 bytes
1780647013.4289997,ACK_SENT,127.0.0.1:58346,8371,ACK
1780647013.429378,RECV,127.0.0.1:58346,8372,DATA
1780647013.4297984,WRITE,127.0.0.1:58346,8372,512 bytes
1780647013.430219,ACK_SENT,127.0.0.1:58346,8372,ACK
1780647013.4307039,RECV,127.0.0.1:58346,8373,DATA
1780647013.4312704,WRITE,127.0.0.1:58346,8373,512 bytes
1780647013.4321287,ACK_SENT,127.0.0.1:58346,8373,ACK
1780647013.4329038,RECV,127.0.0.1:58346,8374,DATA
1780647013.4335835,WRITE,127.0.0.1:58346,8374,512 bytes
1780647013.4344652,ACK_SENT,127.0.0.1:58346,8374,ACK
1780647013.4349153,RECV,127.0.0.1:58346,8375,DATA
1780647013.4355626,WRITE,127.0.0.1:58346,8375,512 bytes
1780647013.4358206,ACK_SENT,127.0.0.1:58346,8375,ACK
1780647013.4361603,RECV,127.0.0.1:58346,8376,DATA
1780647013.436524,WRITE,127.0.0.1:58346,8376,512 bytes
1780647013.4367995,ACK_SENT,127.0.0.1:58346,8376,ACK
1780647013.4372447,RECV,127.0.0.1:58346,8377,DATA
1780647013.4377658,WRITE,127.0.0.1:58346,8377,512 bytes
1780647013.4380825,ACK_SENT,127.0.0.1:58346,8377,ACK
1780647013.438606,RECV,127.0.0.1:58346,8378,DATA
1780647013.438944,WRITE,127.0.0.1:58346,8378,512 bytes
1780647013.4391348,ACK_SENT,127.0.0.1:58346,8378,ACK
1780647013.43947,RECV,127.0.0.1:58346,8379,DATA
1780647013.4399745,WRITE,127.0.0.1:58346,8379,512 bytes
1780647013.4402428,ACK_SENT,127.0.0.1:58346,8379,ACK
1780647013.440597,RECV,127.0.0.1:58346,8380,DATA
1780647013.4410508,WRITE,127.0.0.1:58346,8380,512 bytes
1780647013.4412374,ACK_SENT,127.0.0.1:58346,8380,ACK
1780647013.4415414,RECV,127.0.0.1:58346,8381,DATA
1780647013.441882,WRITE,127.0.0.1:58346,8381,512 bytes
1780647013.4422216,ACK_SENT,127.0.0.1:58346,8381,ACK
1780647013.4425635,RECV,127.0.0.1:58346,8382,DATA
1780647013.442876,WRITE,127.0.0.1:58346,8382,512 bytes
1780647013.4431934,ACK_SENT,127.0.0.1:58346,8382,ACK
1780647013.4437184,RECV,127.0.0.1:58346,8383,DATA
1780647013.4441235,WRITE,127.0.0.1:58346,8383,512 bytes
1780647013.4443114,ACK_SENT,127.0.0.1:58346,8383,ACK
1780647013.444623,RECV,127.0.0.1:58346,8384,DATA
1780647013.4449694,WRITE,127.0.0.1:58346,8384,512 bytes
1780647013.4451542,ACK_SENT,127.0.0.1:58346,8384,ACK
1780647013.445426,RECV,127.0.0.1:58346,8385,DATA
1780647013.446045,WRITE,127.0.0.1:58346,8385,512 bytes
1780647013.4462874,ACK_SENT,127.0.0.1:58346,8385,ACK
1780647013.4465983,RECV,127.0.0.1:58346,8386,DATA
1780647013.4470448,WRITE,127.0.0.1:58346,8386,512 bytes
1780647013.447457,ACK_SENT,127.0.0.1:58346,8386,ACK
1780647013.448231,RECV,127.0.0.1:58346,8387,DATA
1780647013.4490092,WRITE,127.0.0.1:58346,8387,512 bytes
1780647013.4495466,ACK_SENT,127.0.0.1:58346,8387,ACK
1780647013.4503717,RECV,127.0.0.1:58346,8388,DATA
1780647013.451103,WRITE,127.0.0.1:58346,8388,512 bytes
1780647013.4514315,ACK_SENT,127.0.0.1:58346,8388,ACK
1780647013.4519026,RECV,127.0.0.1:58346,8389,DATA
1780647013.4523385,WRITE,127.0.0.1:58346,8389,512 bytes
1780647013.4525754,ACK_SENT,127.0.0.1:58346,8389,ACK
1780647013.452986,RECV,127.0.0.1:58346,8390,DATA
1780647013.4533823,WRITE,127.0.0.1:58346,8390,512 bytes
1780647013.4536948,ACK_SENT,127.0.0.1:58346,8390,ACK
1780647013.4540234,RECV,127.0.0.1:58346,8391,DATA
1780647013.454351,WRITE,127.0.0.1:58346,8391,512 bytes
1780647013.4546378,ACK_SENT,127.0.0.1:58346,8391,ACK
1780647013.4549665,RECV,127.0.0.1:58346,8392,DATA
1780647013.4552886,WRITE,127.0.0.1:58346,8392,512 bytes
1780647013.4554482,ACK_SENT,127.0.0.1:58346,8392,ACK
1780647013.4558446,RECV,127.0.0.1:58346,8393,DATA
1780647013.4564397,WRITE,127.0.0.1:58346,8393,512 bytes
1780647013.4566727,ACK_SENT,127.0.0.1:58346,8393,ACK
1780647013.4569724,RECV,127.0.0.1:58346,8394,DATA
1780647013.4573271,WRITE,127.0.0.1:58346,8394,512 bytes
1780647013.4575088,ACK_SENT,127.0.0.1:58346,8394,ACK
1780647013.457805,RECV,127.0.0.1:58346,8395,DATA
1780647013.4581757,WRITE,127.0.0.1:58346,8395,512 bytes
1780647013.4584942,ACK_SENT,127.0.0.1:58346,8395,ACK
1780647013.4588704,RECV,127.0.0.1:58346,8396,DATA
1780647013.4592206,WRITE,127.0.0.1:58346,8396,512 bytes
1780647013.4593863,ACK_SENT,127.0.0.1:58346,8396,ACK
1780647013.4597166,RECV,127.0.0.1:58346,8397,DATA
1780647013.4600704,WRITE,127.0.0.1:58346,8397,512 bytes
1780647013.4602191,ACK_SENT,127.0.0.1:58346,8397,ACK
1780647013.46064,RECV,127.0.0.1:58346,8398,DATA
1780647013.4610693,WRITE,127.0.0.1:58346,8398,512 bytes
1780647013.4612746,ACK_SENT,127.0.0.1:58346,8398,ACK
1780647013.4616208,RECV,127.0.0.1:58346,8399,DATA
1780647013.4619725,WRITE,127.0.0.1:58346,8399,512 bytes
1780647013.462232,ACK_SENT,127.0.0.1:58346,8399,ACK
1780647013.4625406,RECV,127.0.0.1:58346,8400,DATA
1780647013.4628727,WRITE,127.0.0.1:58346,8400,512 bytes
1780647013.4632092,ACK_SENT,127.0.0.1:58346,8400,ACK
1780647013.4638858,RECV,127.0.0.1:58346,8401,DATA
1780647013.4647055,WRITE,127.0.0.1:58346,8401,512 bytes
1780647013.4658463,ACK_SENT,127.0.0.1:58346,8401,ACK
1780647013.4669595,RECV,127.0.0.1:58346,8402,DATA
1780647013.468096,WRITE,127.0.0.1:58346,8402,512 bytes
1780647013.4684641,ACK_SENT,127.0.0.1:58346,8402,ACK
1780647013.469215,RECV,127.0.0.1:58346,8403,DATA
1780647013.4698415,WRITE,127.0.0.1:58346,8403,512 bytes
1780647013.4701664,ACK_SENT,127.0.0.1:58346,8403,ACK
1780647013.4707267,RECV,127.0.0.1:58346,8404,DATA
1780647013.471541,WRITE,127.0.0.1:58346,8404,512 bytes
1780647013.4720445,ACK_SENT,127.0.0.1:58346,8404,ACK
1780647013.4725525,RECV,127.0.0.1:58346,8405,DATA
1780647013.473094,WRITE,127.0.0.1:58346,8405,512 bytes
1780647013.4734013,ACK_SENT,127.0.0.1:58346,8405,ACK
1780647013.473843,RECV,127.0.0.1:58346,8406,DATA
1780647013.4742675,WRITE,127.0.0.1:58346,8406,512 bytes
1780647013.4744797,ACK_SENT,127.0.0.1:58346,8406,ACK
1780647013.474899,RECV,127.0.0.1:58346,8407,DATA
1780647013.4753664,WRITE,127.0.0.1:58346,8407,512 bytes
1780647013.475578,ACK_SENT,127.0.0.1:58346,8407,ACK
1780647013.4760315,RECV,127.0.0.1:58346,8408,DATA
1780647013.4763927,WRITE,127.0.0.1:58346,8408,512 bytes
1780647013.4766717,ACK_SENT,127.0.0.1:58346,8408,ACK
1780647013.4771192,RECV,127.0.0.1:58346,8409,DATA
1780647013.4777076,WRITE,127.0.0.1:58346,8409,512 bytes
1780647013.4781585,ACK_SENT,127.0.0.1:58346,8409,ACK
1780647013.4786057,RECV,127.0.0.1:58346,8410,DATA
1780647013.4790154,WRITE,127.0.0.1:58346,8410,512 bytes
1780647013.479275,ACK_SENT,127.0.0.1:58346,8410,ACK
1780647013.4796057,RECV,127.0.0.1:58346,8411,DATA
1780647013.480018,WRITE,127.0.0.1:58346,8411,512 bytes
1780647013.4804592,ACK_SENT,127.0.0.1:58346,8411,ACK
1780647013.4811006,RECV,127.0.0.1:58346,8412,DATA
1780647013.481917,WRITE,127.0.0.1:58346,8412,512 bytes
1780647013.4826252,ACK_SENT,127.0.0.1:58346,8412,ACK
1780647013.4832728,RECV,127.0.0.1:58346,8413,DATA
1780647013.484225,WRITE,127.0.0.1:58346,8413,512 bytes
1780647013.4845326,ACK_SENT,127.0.0.1:58346,8413,ACK
1780647013.4849124,RECV,127.0.0.1:58346,8414,DATA
1780647013.485489,WRITE,127.0.0.1:58346,8414,512 bytes
1780647013.4857745,ACK_SENT,127.0.0.1:58346,8414,ACK
1780647013.4862123,RECV,127.0.0.1:58346,8415,DATA
1780647013.4865437,WRITE,127.0.0.1:58346,8415,512 bytes
1780647013.4866972,ACK_SENT,127.0.0.1:58346,8415,ACK
1780647013.4869258,RECV,127.0.0.1:58346,8416,DATA
1780647013.4872525,WRITE,127.0.0.1:58346,8416,512 bytes
1780647013.4874892,ACK_SENT,127.0.0.1:58346,8416,ACK
1780647013.4878483,RECV,127.0.0.1:58346,8417,DATA
1780647013.4882472,WRITE,127.0.0.1:58346,8417,512 bytes
1780647013.488506,ACK_SENT,127.0.0.1:58346,8417,ACK
1780647013.4890416,RECV,127.0.0.1:58346,8418,DATA
1780647013.4894006,WRITE,127.0.0.1:58346,8418,512 bytes
1780647013.489736,ACK_SENT,127.0.0.1:58346,8418,ACK
1780647013.49013,RECV,127.0.0.1:58346,8419,DATA
1780647013.4906323,WRITE,127.0.0.1:58346,8419,512 bytes
1780647013.4909585,ACK_SENT,127.0.0.1:58346,8419,ACK
1780647013.4912791,RECV,127.0.0.1:58346,8420,DATA
1780647013.4916337,WRITE,127.0.0.1:58346,8420,512 bytes
1780647013.4918156,ACK_SENT,127.0.0.1:58346,8420,ACK
1780647013.4920843,RECV,127.0.0.1:58346,8421,DATA
1780647013.4924111,WRITE,127.0.0.1:58346,8421,512 bytes
1780647013.4925983,ACK_SENT,127.0.0.1:58346,8421,ACK
1780647013.4929168,RECV,127.0.0.1:58346,8422,DATA
