timestamp,event,seq_num,details
1780652082.503231,ACK_RECEIVED,1347,ACK
1780652082.5036118,SEND,1348,"DATA, attempt=1"
1780652082.5056918,ACK_RECEIVED,1348,ACK
1780652082.505807,SEND,1349,"DATA, attempt=1"
1780652082.506902,ACK_RECEIVED,1349,ACK
1780652082.5070453,SEND,1350,"DATA, attempt=1"
1780652082.507707,ACK_RECEIVED,1350,ACK
1780652082.5078678,SEND,1351,"DATA, attempt=1"
1780652082.508438,ACK_RECEIVED,1351,ACK
1780652082.5085218,SEND,1352,"DATA, attempt=1"
1780652082.5094268,ACK_RECEIVED,1352,ACK
1780652082.5095155,SEND,1353,"DATA, attempt=1"
1780652082.510078,ACK_RECEIVED,1353,ACK
1780652082.5103083,SEND,1354,"DATA, attempt=1"
1780652082.5111656,ACK_RECEIVED,1354,ACK
1780652082.5112689,SEND,1355,"DATA, attempt=1"
1780652082.5117905,ACK_RECEIVED,1355,ACK
1780652082.5118778,SEND,1356,"DATA, attempt=1"
1780652082.5130022,ACK_RECEIVED,1356,ACK
1780652082.5131469,SEND,1357,"DATA, attempt=1"
1780652082.5138206,ACK_RECEIVED,1357,ACK
1780652082.513914,SEND,1358,"DATA, attempt=1"
1780652082.5144355,ACK_RECEIVED,1358,ACK
1780652082.514545,SEND,1359,"DATA, attempt=1"
1780652082.5153182,ACK_RECEIVED,1359,ACK
1780652082.5154881,SEND,1360,"DATA, attempt=1"
1780652082.5159788,ACK_RECEIVED,1360,ACK
1780652082.5161355,SEND,1361,"DATA, attempt=1"
1780652082.5166056,ACK_RECEIVED,1361,ACK
1780652082.5166798,SEND,1362,"DATA, attempt=1"
1780652082.5172143,ACK_RECEIVED,1362,ACK
1780652082.5173218,SEND,1363,"DATA, attempt=1"
1780652082.5177898,ACK_RECEIVED,1363,ACK
1780652082.5178576,SEND,1364,"DATA, attempt=1"
1780652082.5194616,ACK_RECEIVED,1364,ACK
1780652082.5197074,SEND,1365,"DATA, attempt=1"
1780652082.5217724,ACK_RECEIVED,1365,ACK
1780652082.5219958,SEND,1366,"DATA, attempt=1"
1780652082.5576591,ACK_RECEIVED,1366,ACK
1780652082.5579894,SEND,1367,"DATA, attempt=1"
1780652082.5773828,ACK_RECEIVED,1367,ACK
1780652082.5777936,SEND,1368,"DATA, attempt=1"
1780652082.5789158,ACK_RECEIVED,1368,ACK
1780652082.5791135,SEND,1369,"DATA, attempt=1"
1780652082.579969,ACK_RECEIVED,1369,ACK
1780652082.5801005,SEND,1370,"DATA, attempt=1"
1780652082.5807428,ACK_RECEIVED,1370,ACK
1780652082.580829,SEND,1371,"DATA, attempt=1"
1780652082.5814757,ACK_RECEIVED,1371,ACK
1780652082.581634,SEND,1372,"DATA, attempt=1"
1780652082.5823116,ACK_RECEIVED,1372,ACK
1780652082.5824325,SEND,1373,"DATA, attempt=1"
1780652082.5835261,ACK_RECEIVED,1373,ACK
1780652082.5836768,SEND,1374,"DATA, attempt=1"
1780652082.5844762,ACK_RECEIVED,1374,ACK
1780652082.5846066,SEND,1375,"DATA, attempt=1"
1780652082.5853775,ACK_RECEIVED,1375,ACK
1780652082.585486,SEND,1376,"DATA, attempt=1"
1780652082.5861282,ACK_RECEIVED,1376,ACK
1780652082.586237,SEND,1377,"DATA, attempt=1"
1780652082.5872548,ACK_RECEIVED,1377,ACK
1780652082.5874236,SEND,1378,"DATA, attempt=1"
1780652082.5889773,ACK_RECEIVED,1378,ACK
1780652082.5891306,SEND,1379,"DATA, attempt=1"
1780652082.5910072,ACK_RECEIVED,1379,ACK
1780652082.591125,SEND,1380,"DATA, attempt=1"
1780652082.59187,ACK_RECEIVED,1380,ACK
1780652082.5919952,SEND,1381,"DATA, attempt=1"
1780652082.592636,ACK_RECEIVED,1381,ACK
1780652082.5927541,SEND,1382,"DATA, attempt=1"
1780652082.5933414,ACK_RECEIVED,1382,ACK
1780652082.5934224,SEND,1383,"DATA, attempt=1"
1780652082.5940416,ACK_RECEIVED,1383,ACK
1780652082.5941422,SEND,1384,"DATA, attempt=1"
1780652082.5949974,ACK_RECEIVED,1384,ACK
1780652082.5951781,SEND,1385,"DATA, attempt=1"
1780652082.596265,ACK_RECEIVED,1385,ACK
1780652082.5963857,SEND,1386,"DATA, attempt=1"
1780652082.597207,ACK_RECEIVED,1386,ACK
1780652082.5972946,SEND,1387,"DATA, attempt=1"
1780652082.597909,ACK_RECEIVED,1387,ACK
1780652082.5979853,SEND,1388,"DATA, attempt=1"
1780652082.5986128,ACK_RECEIVED,1388,ACK
1780652082.5987816,SEND,1389,"DATA, attempt=1"
1780652082.5994515,ACK_RECEIVED,1389,ACK
1780652082.5995219,SEND,1390,"DATA, attempt=1"
1780652082.600222,ACK_RECEIVED,1390,ACK
1780652082.600356,SEND,1391,"DATA, attempt=1"
1780652082.6014082,ACK_RECEIVED,1391,ACK
1780652082.6015055,SEND,1392,"DATA, attempt=1"
1780652082.6024973,ACK_RECEIVED,1392,ACK
1780652082.6026714,SEND,1393,"DATA, attempt=1"
1780652082.603991,ACK_RECEIVED,1393,ACK
1780652082.6041412,SEND,1394,"DATA, attempt=1"
1780652082.6051211,ACK_RECEIVED,1394,ACK
1780652082.605266,SEND,1395,"DATA, attempt=1"
1780652082.6074238,ACK_RECEIVED,1395,ACK
1780652082.6076543,SEND,1396,"DATA, attempt=1"
1780652082.6085076,ACK_RECEIVED,1396,ACK
1780652082.6087215,SEND,1397,"DATA, attempt=1"
1780652082.609511,ACK_RECEIVED,1397,ACK
1780652082.6096215,SEND,1398,"DATA, attempt=1"
1780652082.6103022,ACK_RECEIVED,1398,ACK
1780652082.61038,SEND,1399,"DATA, attempt=1"
1780652082.6110282,ACK_RECEIVED,1399,ACK
1780652082.6111147,SEND,1400,"DATA, attempt=1"
1780652082.611866,ACK_RECEIVED,1400,ACK
1780652082.6120808,SEND,1401,"DATA, attempt=1"
1780652082.612992,ACK_RECEIVED,1401,ACK
1780652082.6130736,SEND,1402,"DATA, attempt=1"
1780652082.614021,ACK_RECEIVED,1402,ACK
1780652082.6142879,SEND,1403,"DATA, attempt=1"
1780652082.6152046,ACK_RECEIVED,1403,ACK
1780652082.6152864,SEND,1404,"DATA, attempt=1"
1780652082.6159756,ACK_RECEIVED,1404,ACK
1780652082.6160662,SEND,1405,"DATA, attempt=1"
1780652082.6168704,ACK_RECEIVED,1405,ACK
1780652082.617,SEND,1406,"DATA, attempt=1"
1780652082.617776,ACK_RECEIVED,1406,ACK
1780652082.6178827,SEND,1407,"DATA, attempt=1"
1780652082.6188993,ACK_RECEIVED,1407,ACK
1780652082.6190262,SEND,1408,"DATA, attempt=1"
1780652082.6202803,ACK_RECEIVED,1408,ACK
1780652082.6205215,SEND,1409,"DATA, attempt=1"
1780652082.6219869,ACK_RECEIVED,1409,ACK
1780652082.622209,SEND,1410,"DATA, attempt=1"
1780652082.6232433,ACK_RECEIVED,1410,ACK
1780652082.6235259,SEND,1411,"DATA, attempt=1"
1780652082.6247945,ACK_RECEIVED,1411,ACK
1780652082.6249323,SEND,1412,"DATA, attempt=1"
1780652082.6256456,ACK_RECEIVED,1412,ACK
1780652082.6258008,SEND,1413,"DATA, attempt=1"
1780652082.6269283,ACK_RECEIVED,1413,ACK
1780652082.6270893,SEND,1414,"DATA, attempt=1"
1780652082.6279287,ACK_RECEIVED,1414,ACK
1780652082.6280324,SEND,1415,"DATA, attempt=1"
1780652082.6287405,ACK_RECEIVED,1415,ACK
1780652082.628864,SEND,1416,"DATA, attempt=1"
1780652082.6295235,ACK_RECEIVED,1416,ACK
1780652082.6297338,SEND,1417,"DATA, attempt=1"
1780652082.630961,ACK_RECEIVED,1417,ACK
1780652082.631119,SEND,1418,"DATA, attempt=1"
1780652082.6319282,ACK_RECEIVED,1418,ACK
1780652082.6320472,SEND,1419,"DATA, attempt=1"
1780652082.633294,ACK_RECEIVED,1419,ACK
1780652082.6334267,SEND,1420,"DATA, attempt=1"
1780652082.634437,ACK_RECEIVED,1420,ACK
1780652082.6345558,SEND,1421,"DATA, attempt=1"
1780652082.635701,ACK_RECEIVED,1421,ACK
1780652082.635829,SEND,1422,"DATA, attempt=1"
1780652082.6375396,ACK_RECEIVED,1422,ACK
1780652082.6377292,SEND,1423,"DATA, attempt=1"
1780652082.63957,ACK_RECEIVED,1423,ACK
1780652082.6398525,SEND,1424,"DATA, attempt=1"
1780652082.641393,ACK_RECEIVED,1424,ACK
1780652082.6415474,SEND,1425,"DATA, attempt=1"
1780652082.6424253,ACK_RECEIVED,1425,ACK
1780652082.6425328,SEND,1426,"DATA, attempt=1"
1780652082.643552,ACK_RECEIVED,1426,ACK
1780652082.6437545,SEND,1427,"DATA, attempt=1"
1780652082.6449797,ACK_RECEIVED,1427,ACK
1780652082.645119,SEND,1428,"DATA, attempt=1"
1780652082.6459308,ACK_RECEIVED,1428,ACK
1780652082.6460497,SEND,1429,"DATA, attempt=1"
1780652082.646803,ACK_RECEIVED,1429,ACK
1780652082.6469862,SEND,1430,"DATA, attempt=1"
1780652082.64769,ACK_RECEIVED,1430,ACK
1780652082.6478333,SEND,1431,"DATA, attempt=1"
1780652082.6487505,ACK_RECEIVED,1431,ACK
1780652082.6488597,SEND,1432,"DATA, attempt=1"
1780652082.6495523,ACK_RECEIVED,1432,ACK
1780652082.6496673,SEND,1433,"DATA, attempt=1"
1780652082.6504328,ACK_RECEIVED,1433,ACK
1780652082.6505735,SEND,1434,"DATA, attempt=1"
1780652082.6511734,ACK_RECEIVED,1434,ACK
1780652082.651284,SEND,1435,"DATA, attempt=1"
1780652082.6518118,ACK_RECEIVED,1435,ACK
1780652082.6519668,SEND,1436,"DATA, attempt=1"
1780652082.6527882,ACK_RECEIVED,1436,ACK
1780652082.6529284,SEND,1437,"DATA, attempt=1"
1780652082.655012,ACK_RECEIVED,1437,ACK
1780652082.6552343,SEND,1438,"DATA, attempt=1"
1780652082.6567094,ACK_RECEIVED,1438,ACK
1780652082.656857,SEND,1439,"DATA, attempt=1"
1780652082.6581228,ACK_RECEIVED,1439,ACK
1780652082.6582918,SEND,1440,"DATA, attempt=1"
1780652082.6614342,ACK_RECEIVED,1440,ACK
1780652082.6615932,SEND,1441,"DATA, attempt=1"
1780652082.6627278,ACK_RECEIVED,1441,ACK
1780652082.663105,SEND,1442,"DATA, attempt=1"
1780652082.6641896,ACK_RECEIVED,1442,ACK
1780652082.6643252,SEND,1443,"DATA, attempt=1"
1780652082.6651316,ACK_RECEIVED,1443,ACK
1780652082.6652708,SEND,1444,"DATA, attempt=1"
1780652082.6660235,ACK_RECEIVED,1444,ACK
1780652082.6661196,SEND,1445,"DATA, attempt=1"
1780652082.6669657,ACK_RECEIVED,1445,ACK
1780652082.6670592,SEND,1446,"DATA, attempt=1"
1780652082.6676705,ACK_RECEIVED,1446,ACK
1780652082.6677878,SEND,1447,"DATA, attempt=1"
1780652082.6690607,ACK_RECEIVED,1447,ACK
1780652082.6692593,SEND,1448,"DATA, attempt=1"
1780652082.6703856,ACK_RECEIVED,1448,ACK
1780652082.6705284,SEND,1449,"DATA, attempt=1"
1780652082.6720235,ACK_RECEIVED,1449,ACK
1780652082.6722212,SEND,1450,"DATA, attempt=1"
1780652082.6733282,ACK_RECEIVED,1450,ACK
1780652082.673491,SEND,1451,"DATA, attempt=1"
1780652082.6744664,ACK_RECEIVED,1451,ACK
1780652082.67464,SEND,1452,"DATA, attempt=1"
1780652082.675458,ACK_RECEIVED,1452,ACK
1780652082.6755934,SEND,1453,"DATA, attempt=1"
1780652082.6763117,ACK_RECEIVED,1453,ACK
1780652082.6764233,SEND,1454,"DATA, attempt=1"
1780652082.6771562,ACK_RECEIVED,1454,ACK
1780652082.6773372,SEND,1455,"DATA, attempt=1"
1780652082.678078,ACK_RECEIVED,1455,ACK
1780652082.6781924,SEND,1456,"DATA, attempt=1"
1780652082.6788208,ACK_RECEIVED,1456,ACK
1780652082.6789453,SEND,1457,"DATA, attempt=1"
1780652082.6797788,ACK_RECEIVED,1457,ACK
1780652082.67995,SEND,1458,"DATA, attempt=1"
1780652082.68078,ACK_RECEIVED,1458,ACK
1780652082.6808634,SEND,1459,"DATA, attempt=1"
1780652082.6816804,ACK_RECEIVED,1459,ACK
1780652082.681889,SEND,1460,"DATA, attempt=1"
1780652082.6826513,ACK_RECEIVED,1460,ACK
1780652082.68277,SEND,1461,"DATA, attempt=1"
1780652082.6836221,ACK_RECEIVED,1461,ACK
1780652082.683733,SEND,1462,"DATA, attempt=1"
1780652082.6844194,ACK_RECEIVED,1462,ACK
1780652082.6845102,SEND,1463,"DATA, attempt=1"
1780652082.6853375,ACK_RECEIVED,1463,ACK
1780652082.68552,SEND,1464,"DATA, attempt=1"
1780652082.6864023,ACK_RECEIVED,1464,ACK
1780652082.6865573,SEND,1465,"DATA, attempt=1"
1780652082.6878288,ACK_RECEIVED,1465,ACK
1780652082.6881042,SEND,1466,"DATA, attempt=1"
1780652082.6892896,ACK_RECEIVED,1466,ACK
1780652082.6895146,SEND,1467,"DATA, attempt=1"
1780652082.690358,ACK_RECEIVED,1467,ACK
1780652082.6904712,SEND,1468,"DATA, attempt=1"
1780652082.6911283,ACK_RECEIVED,1468,ACK
1780652082.6912217,SEND,1469,"DATA, attempt=1"
1780652082.6920679,ACK_RECEIVED,1469,ACK
1780652082.6921618,SEND,1470,"DATA, attempt=1"
1780652082.692802,ACK_RECEIVED,1470,ACK
1780652082.6929226,SEND,1471,"DATA, attempt=1"
1780652082.693746,ACK_RECEIVED,1471,ACK
1780652082.6939592,SEND,1472,"DATA, attempt=1"
1780652082.6947625,ACK_RECEIVED,1472,ACK
1780652082.69495,SEND,1473,"DATA, attempt=1"
1780652082.6959271,ACK_RECEIVED,1473,ACK
1780652082.696059,SEND,1474,"DATA, attempt=1"
1780652082.697073,ACK_RECEIVED,1474,ACK
1780652082.6971881,SEND,1475,"DATA, attempt=1"
1780652082.697937,ACK_RECEIVED,1475,ACK
1780652082.6980433,SEND,1476,"DATA, attempt=1"
1780652082.6987884,ACK_RECEIVED,1476,ACK
1780652082.6988947,SEND,1477,"DATA, attempt=1"
1780652082.6996362,ACK_RECEIVED,1477,ACK
1780652082.6997094,SEND,1478,"DATA, attempt=1"
1780652082.7005222,ACK_RECEIVED,1478,ACK
1780652082.7006345,SEND,1479,"DATA, attempt=1"
1780652082.7015343,ACK_RECEIVED,1479,ACK
1780652082.7016332,SEND,1480,"DATA, attempt=1"
1780652082.702685,ACK_RECEIVED,1480,ACK
1780652082.7027943,SEND,1481,"DATA, attempt=1"
1780652082.7038414,ACK_RECEIVED,1481,ACK
1780652082.7039964,SEND,1482,"DATA, attempt=1"
1780652082.7051356,ACK_RECEIVED,1482,ACK
1780652082.7053409,SEND,1483,"DATA, attempt=1"
1780652082.7072253,ACK_RECEIVED,1483,ACK
1780652082.7073572,SEND,1484,"DATA, attempt=1"
1780652082.7082186,ACK_RECEIVED,1484,ACK
1780652082.7083635,SEND,1485,"DATA, attempt=1"
1780652082.7092052,ACK_RECEIVED,1485,ACK
1780652082.7093108,SEND,1486,"DATA, attempt=1"
1780652082.709927,ACK_RECEIVED,1486,ACK
1780652082.7100282,SEND,1487,"DATA, attempt=1"
1780652082.7110517,ACK_RECEIVED,1487,ACK
1780652082.7112336,SEND,1488,"DATA, attempt=1"
1780652082.7119842,ACK_RECEIVED,1488,ACK
1780652082.7122486,SEND,1489,"DATA, attempt=1"
1780652082.7129495,ACK_RECEIVED,1489,ACK
1780652082.7130587,SEND,1490,"DATA, attempt=1"
1780652082.7138736,ACK_RECEIVED,1490,ACK
1780652082.714002,SEND,1491,"DATA, attempt=1"
1780652082.7148795,ACK_RECEIVED,1491,ACK
1780652082.714997,SEND,1492,"DATA, attempt=1"
1780652082.7158062,ACK_RECEIVED,1492,ACK
1780652082.7159688,SEND,1493,"DATA, attempt=1"
1780652082.7166908,ACK_RECEIVED,1493,ACK
1780652082.7167976,SEND,1494,"DATA, attempt=1"
1780652082.7174628,ACK_RECEIVED,1494,ACK
1780652082.717535,SEND,1495,"DATA, attempt=1"
1780652082.718046,ACK_RECEIVED,1495,ACK
1780652082.7181218,SEND,1496,"DATA, attempt=1"
1780652082.71889,ACK_RECEIVED,1496,ACK
1780652082.7189918,SEND,1497,"DATA, attempt=1"
1780652082.7203393,ACK_RECEIVED,1497,ACK
1780652082.720574,SEND,1498,"DATA, attempt=1"
1780652082.7221208,ACK_RECEIVED,1498,ACK
1780652082.7223566,SEND,1499,"DATA, attempt=1"
1780652082.7238371,ACK_RECEIVED,1499,ACK
1780652082.724024,SEND,1500,"DATA, attempt=1"
1780652082.7248328,ACK_RECEIVED,1500,ACK
1780652082.724925,SEND,1501,"DATA, attempt=1"
1780652082.7257874,ACK_RECEIVED,1501,ACK
1780652082.7259042,SEND,1502,"DATA, attempt=1"
1780652082.7267685,ACK_RECEIVED,1502,ACK
1780652082.7270515,SEND,1503,"DATA, attempt=1"
1780652082.727749,ACK_RECEIVED,1503,ACK
1780652082.7278457,SEND,1504,"DATA, attempt=1"
1780652082.7286026,ACK_RECEIVED,1504,ACK
1780652082.7286901,SEND,1505,"DATA, attempt=1"
1780652082.7293918,ACK_RECEIVED,1505,ACK
1780652082.729473,SEND,1506,"DATA, attempt=1"
1780652082.7301955,ACK_RECEIVED,1506,ACK
1780652082.7304904,SEND,1507,"DATA, attempt=1"
1780652082.7314277,ACK_RECEIVED,1507,ACK
1780652082.7315598,SEND,1508,"DATA, attempt=1"
1780652082.7325492,ACK_RECEIVED,1508,ACK
1780652082.732667,SEND,1509,"DATA, attempt=1"
1780652082.7333896,ACK_RECEIVED,1509,ACK
1780652082.7335281,SEND,1510,"DATA, attempt=1"
1780652082.7343996,ACK_RECEIVED,1510,ACK
1780652082.7345998,SEND,1511,"DATA, attempt=1"
1780652082.7354794,ACK_RECEIVED,1511,ACK
1780652082.735686,SEND,1512,"DATA, attempt=1"
1780652082.7372835,ACK_RECEIVED,1512,ACK
1780652082.737495,SEND,1513,"DATA, attempt=1"
1780652082.7392268,ACK_RECEIVED,1513,ACK
1780652082.7393641,SEND,1514,"DATA, attempt=1"
1780652082.7407756,ACK_RECEIVED,1514,ACK
1780652082.7409122,SEND,1515,"DATA, attempt=1"
1780652082.7417455,ACK_RECEIVED,1515,ACK
1780652082.7418747,SEND,1516,"DATA, attempt=1"
1780652082.7427573,ACK_RECEIVED,1516,ACK
1780652082.742895,SEND,1517,"DATA, attempt=1"
1780652082.743804,ACK_RECEIVED,1517,ACK
1780652082.7439046,SEND,1518,"DATA, attempt=1"
1780652082.7446,ACK_RECEIVED,1518,ACK
1780652082.744698,SEND,1519,"DATA, attempt=1"
1780652082.7453418,ACK_RECEIVED,1519,ACK
1780652082.745433,SEND,1520,"DATA, attempt=1"
1780652082.7462666,ACK_RECEIVED,1520,ACK
1780652082.7463818,SEND,1521,"DATA, attempt=1"
1780652082.7472126,ACK_RECEIVED,1521,ACK
1780652082.7473254,SEND,1522,"DATA, attempt=1"
1780652082.7481904,ACK_RECEIVED,1522,ACK
1780652082.7483401,SEND,1523,"DATA, attempt=1"
1780652082.7490819,ACK_RECEIVED,1523,ACK
1780652082.7492042,SEND,1524,"DATA, attempt=1"
1780652082.749897,ACK_RECEIVED,1524,ACK
1780652082.7500226,SEND,1525,"DATA, attempt=1"
1780652082.7507994,ACK_RECEIVED,1525,ACK
1780652082.7508864,SEND,1526,"DATA, attempt=1"
1780652082.7517078,ACK_RECEIVED,1526,ACK
1780652082.751791,SEND,1527,"DATA, attempt=1"
1780652082.7526052,ACK_RECEIVED,1527,ACK
1780652082.7527297,SEND,1528,"DATA, attempt=1"
1780652082.7541628,ACK_RECEIVED,1528,ACK
1780652082.7542949,SEND,1529,"DATA, attempt=1"
1780652082.755869,ACK_RECEIVED,1529,ACK
1780652082.7560062,SEND,1530,"DATA, attempt=1"
1780652082.7571926,ACK_RECEIVED,1530,ACK
1780652082.7573156,SEND,1531,"DATA, attempt=1"
1780652082.7581806,ACK_RECEIVED,1531,ACK
1780652082.7583647,SEND,1532,"DATA, attempt=1"
1780652082.7593057,ACK_RECEIVED,1532,ACK
1780652082.7594237,SEND,1533,"DATA, attempt=1"
1780652082.7601645,ACK_RECEIVED,1533,ACK
1780652082.7602818,SEND,1534,"DATA, attempt=1"
1780652082.7609365,ACK_RECEIVED,1534,ACK
1780652082.7610314,SEND,1535,"DATA, attempt=1"
1780652082.7616525,ACK_RECEIVED,1535,ACK
1780652082.7617366,SEND,1536,"DATA, attempt=1"
1780652082.76235,ACK_RECEIVED,1536,ACK
1780652082.7625148,SEND,1537,"DATA, attempt=1"
1780652082.7634768,ACK_RECEIVED,1537,ACK
1780652082.7636125,SEND,1538,"DATA, attempt=1"
1780652082.7646484,ACK_RECEIVED,1538,ACK
1780652082.764757,SEND,1539,"DATA, attempt=1"
1780652082.765785,ACK_RECEIVED,1539,ACK
1780652082.7659266,SEND,1540,"DATA, attempt=1"
1780652082.7667315,ACK_RECEIVED,1540,ACK
1780652082.7668533,SEND,1541,"DATA, attempt=1"
1780652082.767638,ACK_RECEIVED,1541,ACK
1780652082.767714,SEND,1542,"DATA, attempt=1"
1780652082.7684517,ACK_RECEIVED,1542,ACK
1780652082.7685769,SEND,1543,"DATA, attempt=1"
1780652082.7695305,ACK_RECEIVED,1543,ACK
1780652082.7696698,SEND,1544,"DATA, attempt=1"
1780652082.7713673,ACK_RECEIVED,1544,ACK
1780652082.7715285,SEND,1545,"DATA, attempt=1"
1780652082.772815,ACK_RECEIVED,1545,ACK
1780652082.77296,SEND,1546,"DATA, attempt=1"
1780652082.774105,ACK_RECEIVED,1546,ACK
1780652082.7742453,SEND,1547,"DATA, attempt=1"
1780652082.7748978,ACK_RECEIVED,1547,ACK
1780652082.7752337,SEND,1548,"DATA, attempt=1"
1780652082.776253,ACK_RECEIVED,1548,ACK
1780652082.7765152,SEND,1549,"DATA, attempt=1"
1780652082.7775273,ACK_RECEIVED,1549,ACK
1780652082.7776465,SEND,1550,"DATA, attempt=1"
1780652082.7784653,ACK_RECEIVED,1550,ACK
1780652082.7785869,SEND,1551,"DATA, attempt=1"
1780652082.7793207,ACK_RECEIVED,1551,ACK
1780652082.7794244,SEND,1552,"DATA, attempt=1"
1780652082.7802856,ACK_RECEIVED,1552,ACK
1780652082.780443,SEND,1553,"DATA, attempt=1"
1780652082.7812023,ACK_RECEIVED,1553,ACK
1780652082.7813058,SEND,1554,"DATA, attempt=1"
1780652082.7821841,ACK_RECEIVED,1554,ACK
1780652082.7824097,SEND,1555,"DATA, attempt=1"
1780652082.7834752,ACK_RECEIVED,1555,ACK
1780652082.7835863,SEND,1556,"DATA, attempt=1"
1780652082.7846692,ACK_RECEIVED,1556,ACK
1780652082.7848694,SEND,1557,"DATA, attempt=1"
1780652082.7859416,ACK_RECEIVED,1557,ACK
1780652082.7860498,SEND,1558,"DATA, attempt=1"
1780652082.7869766,ACK_RECEIVED,1558,ACK
1780652082.787141,SEND,1559,"DATA, attempt=1"
1780652082.7885854,ACK_RECEIVED,1559,ACK
1780652082.7888212,SEND,1560,"DATA, attempt=1"
1780652082.7906966,ACK_RECEIVED,1560,ACK
1780652082.790827,SEND,1561,"DATA, attempt=1"
1780652082.7918017,ACK_RECEIVED,1561,ACK
1780652082.7919345,SEND,1562,"DATA, attempt=1"
1780652082.7929657,ACK_RECEIVED,1562,ACK
1780652082.7932827,SEND,1563,"DATA, attempt=1"
1780652082.7938995,ACK_RECEIVED,1563,ACK
1780652082.793979,SEND,1564,"DATA, attempt=1"
1780652082.7947638,ACK_RECEIVED,1564,ACK
1780652082.7948833,SEND,1565,"DATA, attempt=1"
1780652082.7958903,ACK_RECEIVED,1565,ACK
1780652082.7960877,SEND,1566,"DATA, attempt=1"
1780652082.7970922,ACK_RECEIVED,1566,ACK
1780652082.7972398,SEND,1567,"DATA, attempt=1"
1780652082.7981713,ACK_RECEIVED,1567,ACK
1780652082.7983396,SEND,1568,"DATA, attempt=1"
1780652082.798982,ACK_RECEIVED,1568,ACK
1780652082.799089,SEND,1569,"DATA, attempt=1"
1780652082.7998211,ACK_RECEIVED,1569,ACK
1780652082.7999513,SEND,1570,"DATA, attempt=1"
1780652082.8007498,ACK_RECEIVED,1570,ACK
1780652082.8008668,SEND,1571,"DATA, attempt=1"
1780652082.8017495,ACK_RECEIVED,1571,ACK
1780652082.8018541,SEND,1572,"DATA, attempt=1"
1780652082.803069,ACK_RECEIVED,1572,ACK
1780652082.8032997,SEND,1573,"DATA, attempt=1"
1780652082.804827,ACK_RECEIVED,1573,ACK
1780652082.8049543,SEND,1574,"DATA, attempt=1"
1780652082.8069174,ACK_RECEIVED,1574,ACK
1780652082.8070455,SEND,1575,"DATA, attempt=1"
1780652082.8079464,ACK_RECEIVED,1575,ACK
1780652082.8080416,SEND,1576,"DATA, attempt=1"
1780652082.8089101,ACK_RECEIVED,1576,ACK
1780652082.8091004,SEND,1577,"DATA, attempt=1"
1780652082.8101,ACK_RECEIVED,1577,ACK
1780652082.8102262,SEND,1578,"DATA, attempt=1"
1780652082.8109348,ACK_RECEIVED,1578,ACK
1780652082.8110497,SEND,1579,"DATA, attempt=1"
1780652082.8117285,ACK_RECEIVED,1579,ACK
1780652082.8118489,SEND,1580,"DATA, attempt=1"
1780652082.8128364,ACK_RECEIVED,1580,ACK
1780652082.8129559,SEND,1581,"DATA, attempt=1"
1780652082.813887,ACK_RECEIVED,1581,ACK
1780652082.814015,SEND,1582,"DATA, attempt=1"
1780652082.8151953,ACK_RECEIVED,1582,ACK
1780652082.8152952,SEND,1583,"DATA, attempt=1"
1780652082.815897,ACK_RECEIVED,1583,ACK
1780652082.8159988,SEND,1584,"DATA, attempt=1"
1780652082.816711,ACK_RECEIVED,1584,ACK
1780652082.816839,SEND,1585,"DATA, attempt=1"
1780652082.8177588,ACK_RECEIVED,1585,ACK
1780652082.8178823,SEND,1586,"DATA, attempt=1"
1780652082.8186383,ACK_RECEIVED,1586,ACK
1780652082.818767,SEND,1587,"DATA, attempt=1"
1780652082.8198404,ACK_RECEIVED,1587,ACK
1780652082.8200438,SEND,1588,"DATA, attempt=1"
1780652082.8221822,ACK_RECEIVED,1588,ACK
1780652082.822352,SEND,1589,"DATA, attempt=1"
1780652082.8239148,ACK_RECEIVED,1589,ACK
1780652082.8241096,SEND,1590,"DATA, attempt=1"
1780652082.825095,ACK_RECEIVED,1590,ACK
1780652082.8252125,SEND,1591,"DATA, attempt=1"
1780652082.8258693,ACK_RECEIVED,1591,ACK
1780652082.8259733,SEND,1592,"DATA, attempt=1"
1780652082.8266153,ACK_RECEIVED,1592,ACK
1780652082.82673,SEND,1593,"DATA, attempt=1"
1780652082.8277984,ACK_RECEIVED,1593,ACK
1780652082.82797,SEND,1594,"DATA, attempt=1"
1780652082.8287516,ACK_RECEIVED,1594,ACK
1780652082.8288589,SEND,1595,"DATA, attempt=1"
1780652082.829676,ACK_RECEIVED,1595,ACK
1780652082.829903,SEND,1596,"DATA, attempt=1"
1780652082.830622,ACK_RECEIVED,1596,ACK
1780652082.8307378,SEND,1597,"DATA, attempt=1"
1780652082.8315349,ACK_RECEIVED,1597,ACK
1780652082.8316183,SEND,1598,"DATA, attempt=1"
1780652082.832749,ACK_RECEIVED,1598,ACK
1780652082.8328617,SEND,1599,"DATA, attempt=1"
1780652082.8337948,ACK_RECEIVED,1599,ACK
1780652082.8339384,SEND,1600,"DATA, attempt=1"
1780652082.8345158,ACK_RECEIVED,1600,ACK
1780652082.8346102,SEND,1601,"DATA, attempt=1"
1780652082.8353422,ACK_RECEIVED,1601,ACK
1780652082.835498,SEND,1602,"DATA, attempt=1"
1780652082.83632,ACK_RECEIVED,1602,ACK
1780652082.8364697,SEND,1603,"DATA, attempt=1"
1780652082.8373628,ACK_RECEIVED,1603,ACK
